School code(s),School full name,Level of schooling,School short name,NSSC total FTE students ,Postcode,Street,Subtype,Town/suburb,Status,Region,SEG,SEA,Local Government Area (LGA - Current),College number,Local Government Area (LGA - Old),SLA,NSW Electorate (2023),NSW Electorate (2015),NSW Electorate (Old),Fed. electorate,Old Fed. electorate,School Performance Directorate,School Performance Area,Educational Services Team,Principal Network,FACS District,AusGovID,Old AusGovID,Org unit No,School population gender,Selective school,Sch specialty type,Preschool indicator,Distance ed.,MCEECDYA Remoteness,ASGS Remoteness,Rural and Remote,IEC,Staff classification,Exec classification,Priority school,Demonstration,Postal 1,Postal 2,Phone 1,Phone 2,School website,School email,Fax 1,Fax 2,Late opening,School division,Heat allowance,Yancowinna,Isothermic,Socio-economic,Transfer points,NSW Electorate Code (2023),Date 1st teacher,Date teaching ceased,Date closed,SEA code,Region code,LGA code,Old LGA code,SLA code,NSW Electorate Code (2015),NSW Electorate Code (Old),Federal electorate code,Old Federal electorate code,SEG code,Executive Director Code,Educational Services Team Code,Principal Network Code,ARIA Plus SA1 Avg,Principal Name,Principal Email,School Planning Region,Primary Cluster Code,Primary Cluster Name,Primary Cluster Region,Secondary Cluster Code,Secondary Cluster Name,Secondary Cluster Region,Combined Cluster Code,Combined Cluster Name,Combined Cluster Region,SSP Cluster Code,SSP Cluster Name,SSP Cluster Region
3896,Como West Public School,Primary School,Como West,314,2226,Wolger & Warraba Sts,K to 6 ,Como ,Open,Sydney,Woronora River,Sutherland,Sutherland Shire (A),0,Sutherland Shire (A),Sutherland Shire (A) - West,Miranda,Miranda,Miranda,Hughes,Cook,Metropolitan South and West,School Performance South,Ultimo,Sutherland,"South Eastern Sydney, Northern Sydney & Sydney",44929,4929,1157,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9528 9007,9528 8048,https://comowest-p.schools.nsw.gov.au,comowest-p.school@det.nsw.edu.au,9528 3482,,No,E,N,N,N,0,1,7,1/01/1950,,,337,530,17150,17150,17152,77,53,19,10,600,27472,24663,26025,0,"Young, Felicity                         ",felicity.young@det.nsw.edu.au                                                                                                   ,Metropolitan Sydney,10043,Como Primary,Metro - South,,,,,,,,,
3897,Hamilton North Public School,Primary School,Hamilton North,154,2292,30 Jackson St,K to 6 ,Hamilton North,Open,Hunter/Central Coast,H/CC5,Newcastle,Newcastle (C),0,Newcastle (C),Newcastle (C) - Throsby,Newcastle,Newcastle,Newcastle,Newcastle,Newcastle,Regional North,School Performance North,Tamworth,Callaghan,Hunter New England & Central Coast,49103,9103,1158,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4969 3695,,https://hamiltonn-p.schools.nsw.gov.au,hamiltonn-p.school@det.nsw.edu.au,4962 1190,,No,E,N,N,N,0,1,50,1/01/1943,,,326,534,15900,15900,15905,29,60,31,32,646,26027,24685,26030,0,"Noble, Lisa                             ",lisa.noble2@det.nsw.edu.au                                                                                                      ,Hunter,10125,Newcastle Primary,Hunter,,,,,,,,,
3898,Marks Point Public School,Primary School,Marks Point,152,2280,Findon St,K to 6 ,Marks Point ,Open,Hunter/Central Coast,H/CC7,Lake Macquarie,Lake Macquarie (C),0,Lake Macquarie (C),Lake Macquarie (C) - East,Swansea,Swansea,Swansea,Shortland,Shortland,Regional North,School Performance North,Tamworth,Lake Macquarie East,Hunter New England & Central Coast,48744,8744,1159,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4945 4433,,https://markspoint-p.schools.nsw.gov.au,markspoint-p.school@det.nsw.edu.au,4947 7842,,No,E,N,N,N,0,1,6141,1/01/1954,,,319,534,14650,14650,14651,32,78,41,42,648,26027,24685,26036,0,"McGuigan, Crystal                       ",crystal.mcguigan@det.nsw.edu.au,Hunter,10130,Charlestown Primary,Hunter,,,,,,,,,
3903,Glen Alice Public School,Primary School,Glen Alice,6,2849,Beaumont St,K to 6 ,Glen Alice ,Open,Western NSW,Warrumbungle,Bathurst,Lithgow (C),0,Lithgow (C),Lithgow (C),Bathurst,Bathurst,Bathurst,Calare,Calare,Regional North and West,School Performance North,Wagga Wagga,Lithgow,Western Sydney & Nepean Blue Mountains,51072,11072,1160,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Outer Regional Australia,Yes,No,,,Yes,N,,,6379 7208,,https://glenalice-p.schools.nsw.gov.au,glenalice-p.school@det.nsw.edu.au,6379 7342,,No,E,N,N,N,5,4,28,01/08/1884,,,305,539,14870,14870,14870,21,7,7,7,673,27470,24706,26095,2.83,"Merz, Natalie                           ",natalie.merz@det.nsw.edu.au                                                                                                     ,Central West & Orana,10142,Rural Bathurst Primary,Central West & Orana,,,,,,,,,
3904,Argenton Public School,Primary School,Argenton,50,2284,ARGENTON PUBLIC SCHOOL 148 MONTGOMERY STREET,K to 6 ,ARGENTON,Open,Hunter/Central Coast,H/CC6,Lake Macquarie,Lake Macquarie (C),0,Lake Macquarie (C),Lake Macquarie (C) - North,Lake Macquarie,Lake Macquarie,Wallsend,Hunter,Charlton,Regional North,School Performance North,Tamworth,Lake Macquarie North,Hunter New England & Central Coast,48985,8985,1161,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4958 1805,,https://argenton-p.schools.nsw.gov.au,argenton-p.school@det.nsw.edu.au,4958 2032,,No,E,N,N,N,0,1,30,1/01/1951,,,319,534,14650,14650,14653,95,89,21,8,647,26027,24685,26037,0,"Neilands, Megan                         ",megan.neilands1@det.nsw.edu.au                                                                                                  ,Hunter,10128,Lake Macquarie West Primary,Hunter,,,,,,,,,
3905,Pagewood Public School,Primary School,Pagewood,330,2019,Page St,K to 6 ,Botany ,Open,Sydney,Botany Bay,Bondi,Bayside (A),0,Botany Bay (C),Botany Bay (C),Maroubra,Maroubra,Maroubra,Kingsford Smith,Kingsford Smith,Metropolitan South,School Performance South,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",46922,6922,1162,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9316 9313,,https://pagewood-p.schools.nsw.gov.au,pagewood-p.school@det.nsw.edu.au,9316 4045,,No,E,N,N,N,0,1,14,1/06/1950,,,307,530,10500,11100,11100,87,50,22,23,605,26008,24663,26013,0,"Mayhew, Nicole                          ",nicole.mayhew@det.nsw.edu.au                                                                                                    ,Metropolitan Sydney,10014,Botany Primary,Metro - Central,,,,,,,,,
3906,Narrabeen North Public School,Primary School,Narrabeen North,756,2101,Namona St,K to 6 ,NORTH NARRABEEN,Open,Northern Sydney,Peninsula Network,Northern Beaches,Northern Beaches (A),0,Pittwater (A),Pittwater (A),Pittwater,Pittwater,Pittwater,Mackellar,Mackellar,Metropolitan North,School Performance North,Macquarie Park,Pittwater,"South Eastern Sydney, Northern Sydney & Sydney",47713,7713,1163,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9913 7928,9913 7969,https://narranorth-p.schools.nsw.gov.au,narranorth-p.school@det.nsw.edu.au,9913 7873,,No,E,N,N,N,0,1,5323,1/09/1939,,,327,531,15990,16370,16370,61,68,26,27,610,25990,24625,26001,0,"Hughes, Adam                            ",adam.hughes@det.nsw.edu.au,Metropolitan Sydney,10032,Dee Why Primary,Metro - North,,,,,,,,,
3908,Lane Cove West Public School,Primary School,Lane Cove West,569,2066,Avalon Ave,K to 6 ,Lane Cove,Open,Northern Sydney,Lane Cove Network,Ryde,Lane Cove (A),0,Lane Cove (A),Lane Cove (A),Lane Cove,Lane Cove,Lane Cove,North Sydney,North Sydney,Metropolitan North,School Performance North,Macquarie Park,Gordon,"South Eastern Sydney, Northern Sydney & Sydney",47617,7617,1164,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9427 4743,,https://lanecovew-p.schools.nsw.gov.au,lanecovew-p.school@det.nsw.edu.au,9418 6865,,No,E,N,N,N,0,1,92,1/01/1951,,,334,531,14700,14700,14700,66,43,32,33,612,25990,24625,25996,0,"Weston, Tania                           ",tania.weston1@det.nsw.edu.au                                                                                                    ,Metropolitan Sydney,10026,Lane Cove Primary,Metro - North,,,,,,,,,
3909,Taree West Public School,Primary School,Taree West,479,2430,Wingham Rd,K to 6 ,Taree ,Open,North Coast,Manning Camden Haven,Taree,Mid-Coast (A),0,Greater Taree (C),Greater Taree (C),Myall Lakes,Myall Lakes,Myall Lakes,Lyne,Lyne,Regional North and West,School Performance North,Tamworth,Taree,Hunter New England & Central Coast,49555,9555,1165,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,PO Box 986,Taree 2430,6552 1910,6552 2679,https://tareewest-p.schools.nsw.gov.au,tareewest-p.school@det.nsw.edu.au,6551 0751,,No,E,N,N,N,0,1,6148,1/01/1953,,,339,535,15240,13380,13380,25,59,24,25,640,27470,24685,26079,1.27,"Bensch, Donna                           ",donna.bensch@det.nsw.edu.au                                                                                                     ,North Coast,10195,Taree Primary,North Coast,,,,,,,,,
3912,Palinyewah Public School,Primary School,Palinyewah,14,2648,248A Ellerslie Road,K to 6 ,ELLERSLIE,Open,Western NSW,Broken Hill,Broken Hill,Wentworth (A),0,Wentworth (A),Wentworth (A),Murray,Murray,Murray-Darling,Farrer,Farrer,Rural South and West,School Performance South,Wagga Wagga,Far West,"Murrumbidgee, Far West & Western NSW",50471,10471,1166,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Remote Australia,Yes,No,,,No,N,,,03 5027 9242,,https://palinyewah-p.schools.nsw.gov.au,palinyewah-p.school@det.nsw.edu.au,03 5027 9342,,Yes,W,Y,N,N,4,6,47,1/01/1953,,,309,539,18200,18200,18200,6,57,14,15,677,26084,24706,26091,5.98,"Debrincat, Jake                         ",jake.debrincat@det.nsw.edu.au                                                                                                   ,Far West,10215,Far West  Primary,Far West,,,,,,,,,
3914,Grays Point Public School,Primary School,Grays Point,376,2232,109 Angle Rd,K to 6 ,Grays Point ,Open,Sydney,Port Hacking,Sutherland,Sutherland Shire (A),0,Sutherland Shire (A),Sutherland Shire (A) - West,Cronulla,Cronulla,Miranda,Hughes,Cook,Metropolitan South and West,School Performance South,Ultimo,Port Hacking,"South Eastern Sydney, Northern Sydney & Sydney",45325,5325,1167,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9524 3096,,https://grayspoint-p.schools.nsw.gov.au,grayspoint-p.school@det.nsw.edu.au,9540 4812,,No,E,N,N,N,0,1,37,1/09/1952,,,337,530,17150,17150,17152,76,53,19,10,607,27472,24663,26022,0,"Betts Smith, Narelle                    ",narelle.bettssmith1@det.nsw.edu.au                                                                                              ,Metropolitan Sydney,10047,Miranda Primary,Metro - South,,,,,,,,,
3918,Killara Public School,Primary School,Killara,409,2071,Ridgeland Ave,K to 6 ,Killara ,Open,Northern Sydney,North Shore Network,Ryde,Ku-ring-gai (A),0,Ku-ring-gai (A),Ku-ring-gai (A),Davidson,Ku-ring-gai,Ku-ring-gai,Bradfield,Bradfield,Metropolitan North,School Performance North,Macquarie Park,Gordon,"South Eastern Sydney, Northern Sydney & Sydney",47630,7630,1168,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9498 2397,,https://killara-p.schools.nsw.gov.au,killara-p.school@det.nsw.edu.au,9498 2549,,No,E,N,N,N,0,1,48,1/08/1938,,,334,531,14500,14500,14500,62,40,6,6,613,25990,24625,25996,0,"Fox, Philippa                           ",philippa.fox@det.nsw.edu.au                                                                                                     ,Metropolitan Sydney,10027,Chatswood Primary,Metro - North,,,,,,,,,
3919,Castle Cove Public School,Primary School,Castle Cove,417,2069,Kendall Rd,K to 6 ,Castle Cove ,Open,Northern Sydney,North Shore Network,Ryde,Willoughby (C),0,Willoughby (C),Willoughby (C),Willoughby,Davidson,Willoughby,Bradfield,North Sydney,Metropolitan North,School Performance North,Macquarie Park,North Sydney,"South Eastern Sydney, Northern Sydney & Sydney",47624,7624,1169,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9417 1039,9417 2832,https://castlecove-p.schools.nsw.gov.au,castlecove-p.school@det.nsw.edu.au,9417 4377,,No,E,N,N,N,0,1,40,1/01/1952,,,334,531,18250,18250,18250,67,90,6,33,613,25990,24625,25999,0,"Cope, Jeanette                          ",jeanette.cope@det.nsw.edu.au                                                                                                    ,Metropolitan Sydney,10027,Chatswood Primary,Metro - North,,,,,,,,,
3922,Albury North Public School,Primary School,Albury North,268,2640,868 Mate St,K to 6 ,Albury ,Open,Riverina,Riverina South,Albury,Albury (C),0,Albury (C),Albury (C),Albury,Albury,Albury,Farrer,Farrer,Rural South and West,School Performance South,Wagga Wagga,Albury,"Murrumbidgee, Far West & Western NSW",50440,10440,1170,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,Yes,N,,,6025 1730,6025 2465,https://alburynth-p.schools.nsw.gov.au,alburynth-p.school@det.nsw.edu.au,6040 2326,,No,E,N,N,N,0,1,908,1/11/1927,,,301,537,10050,10050,10050,7,1,14,15,656,26084,24706,26085,0.66,"Smith, Paul                             ",paul.d.smith@det.nsw.edu.au,Riverina - Murray,10112,Albury City Primary,Riverina - Murray,,,,,,,40012,Murray-Murrumbidgee SSP,Riverina - Murray
3923,Kapooka Public School,Primary School,Kapooka,75,2661,Sturt Ave,K to 6 ,Kapooka ,Open,Riverina,Riverina North,Wagga Wagga,Wagga Wagga (C),0,Wagga Wagga (C),Wagga Wagga (C) - Pt A,Wagga Wagga,Wagga Wagga,Wagga Wagga,Riverina,Riverina,Rural South and West,School Performance South,Wagga Wagga,Wagga Wagga,"Murrumbidgee, Far West & Western NSW",50515,10515,1171,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Inner Regional Australia,Yes,No,,,No,N,,,02 6931 2703,,https://kapooka-p.schools.nsw.gov.au,kapooka-p.school@det.nsw.edu.au,02 6931 4342,,No,C,N,N,N,0,1,73,1/06/1953,,,341,537,17750,17750,17751,8,87,39,40,662,26084,24706,26103,1.13,"Eacott, Lyn                             ",lyn.eacott@det.nsw.edu.au                                                                                                       ,Riverina - Murray,10114,Wagga City Primary,Riverina - Murray,,,,,,,,,
3924,East Hills Public School,Primary School,East Hills,173,2213,Lucas Rd,K to 6 ,Panania ,Open,South Western Sydney,East Hills,Bankstown,Canterbury-Bankstown (A),0,Bankstown (C),Bankstown (C) - South,East Hills,East Hills,East Hills,Banks,Hughes,Metropolitan South and West,School Performance South,Ultimo,Chipping Norton,South Western Sydney,48617,8617,1172,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9773 8468,9773 4204,https://easthills-p.schools.nsw.gov.au,easthills-p.school@det.nsw.edu.au,9792 3948,,No,E,N,N,N,0,1,34,1/01/1952,,,303,532,11570,10350,10355,79,27,1,20,616,27472,24663,26015,0,"Casey, Donna                            ",donna.casey2@det.nsw.edu.au                                                                                                     ,Metropolitan Sydney,10088,Padstow Primary,Metro - South,,,,,,,40011,Metro / West Central SSP,Metro - West Central
3925,Curl Curl North Public School,Primary School,Curl Curl North,801,2099,Playfair Rd,K to 6 ,North Curl Curl ,Open,Northern Sydney,Peninsula Network,Northern Beaches,Northern Beaches (A),0,Warringah (A),Warringah (A),Manly,Manly,Manly,Warringah,Warringah,Metropolitan North,School Performance North,Macquarie Park,The Beaches,"South Eastern Sydney, Northern Sydney & Sydney",45799,5799,1173,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,9905 1757,,https://curlcurln-p.schools.nsw.gov.au,curlcurln-p.school@det.nsw.edu.au,9905 6895,,No,E,N,N,N,0,1,18,1/05/1951,,,327,531,15990,18000,18000,69,49,43,45,610,25990,24625,26004,0,"Blatchford, Donna                       ",donna.blatchford@det.nsw.edu.au                                                                                                 ,Metropolitan Sydney,10034,Manly Primary,Metro - North,,,,,,,,,
3927,Belmont North Public School,Primary School,Belmont North,174,2280,Nikkin & Darling Sts,K to 6 ,Belmont ,Open,Hunter/Central Coast,H/CC7,Lake Macquarie,Lake Macquarie (C),0,Lake Macquarie (C),Lake Macquarie (C) - East,Swansea,Swansea,Swansea,Shortland,Shortland,Regional North,School Performance North,Tamworth,Lake Macquarie East,Hunter New England & Central Coast,48740,8740,1174,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,,,4945 4861,4945 2047,https://belmontnth-p.schools.nsw.gov.au,belmontnth-p.school@det.nsw.edu.au,4947 7851,,No,E,N,N,N,0,1,6141,1/09/1953,,,319,534,14650,14650,14651,32,78,41,42,648,26027,24685,26036,0,"Dixon, Shaun                            ",shaun.dixon@det.nsw.edu.au                                                                                                      ,Hunter,10130,Charlestown Primary,Hunter,,,,,,,,,
3928,Cabramurra Public School,Primary School,Cabramurra,,2630,Moolanda Place,K to 6 ,Cabramurra ,Closed,Riverina,Riverina East,Albury,Snowy Valleys (A),0,Tumut Shire (A),Tumut Shire (A),Albury,Albury,Albury,Eden-Monaro,Riverina,Rural South and West,School Performance South,Wagga Wagga,Albury,"Murrumbidgee, Far West & Western NSW",50426,10426,1175,Coed School,N,Comprehensive,No,No Distance Education,Provincial,Outer Regional Australia,Yes,No,,,No,N,,,6454 9442,,https://cabramurra-p.schools.nsw.gov.au,cabramurra-p.school@det.nsw.edu.au,6454 9447,,No,E,N,N,Y,3,6,908,1/09/1953,20/12/2019,,301,537,17080,17500,17500,7,1,13,40,661,26084,24706,26085,2.75,,,Riverina - Murray,10224,Albury West Primary,Riverina - Murray,,,,,,,,,
3931,Seven Hills Public School,Primary School,Seven Hills,133,2147,2A Lucas Road,K to 6 ,SEVEN HILLS,Open,Western Sydney,Nirimba,Blacktown,Blacktown (C),0,Blacktown (C),Blacktown (C) - South-East,Winston Hills,Blacktown,Toongabbie,Greenway,Greenway,Metropolitan South and West,School Performance South,Macquarie Park,Bungarribee,Western Sydney & Nepean Blue Mountains,47823,7823,1176,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,2A Lucas RdSEVEN HILLS NSW2147,,9624 3441,9624 3348,https://sevenhills-p.schools.nsw.gov.au,sevenhills-p.school@det.nsw.edu.au,9838 8483,,No,E,N,N,N,0,1,6134,1/01/1954,,,306,533,10750,10750,10752,51,83,18,19,624,27472,24625,25991,0,"Kissane, Alison                         ",alison.kissane1@det.nsw.edu.au                                                                                                  ,Metropolitan Sydney,10094,Seven Hills Primary,Metro - West Central,,,,,,,,,
3932,Waratah West Public School,Primary School,Waratah West,96,2298,Leonora Pde,K to 6 ,Waratah West ,Open,Hunter/Central Coast,H/CC5,Newcastle,Newcastle (C),0,Newcastle (C),Newcastle (C) - Throsby,Wallsend,Wallsend,Wallsend,Newcastle,Newcastle,Regional North,School Performance North,Tamworth,Callaghan,Hunter New England & Central Coast,45544,5544,1177,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,Yes,N,PO Box 96,WARATAH 2298,4968 1765,,https://waratahwst-p.schools.nsw.gov.au,waratahwst-p.school@det.nsw.edu.au,4960 1706,,No,E,N,N,N,0,1,68,1/01/1954,,,326,534,15900,15900,15905,30,89,31,32,646,26027,24685,26030,0,"Moroney, Nicola                         ",nicola.moroney@det.nsw.edu.au                                                                                                   ,Hunter,10124,Callaghan Primary,Hunter,,,,,,,,,
3935,Crown Street Public School,Primary School,Crown Street,321,2010,356 Crown Street,K to 6 ,Surry Hills ,Open,Sydney,Inner City,Bondi,Sydney (C),0,Sydney (C),Sydney (C) - East,Sydney,Sydney,Sydney,Sydney,Sydney,Metropolitan South,School Performance South,Ultimo,Port Jackson,"South Eastern Sydney, Northern Sydney & Sydney",45326,5326,1178,Coed School,N,Comprehensive,No,No Distance Education,Metropolitan,Major Cities of Australia,No,No,,,No,N,PO Box 401,Darlinghurst 1300,9360 4187,,https://crownst-p.schools.nsw.gov.au,crownst-p.school@det.nsw.edu.au,9360 9623,,No,E,N,N,N,0,1,5,01/04/1863,,,307,530,17200,17200,17204,91,79,42,43,603,26008,24663,26023,0,"Nielsen, Craig                          ",craig.nielsen@det.nsw.edu.au                                                                                                    ,Metropolitan Sydney,10016,Inner City Primary,Metro - Central,,,,,,,,,
